left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
1.0,1.0,1.0,0.94,0.67,0.33,0.5,1.0
1.0,1.0,1.0,0.44,0.11,0.0,0.0,0.0
1.0,0.0,1.0,0.61,0.11,0.44,0.25,0.0
0.75,0.0,0.75,0.17,0.56,0.22,0.25,1.0
0.5,1.0,0.75,0.0,0.0,0.67,0.75,1.0
0.5,0.5,1.0,0.39,0.22,0.56,0.25,0.5
0.25,1.0,0.0,0.28,0.33,0.0,0.25,0.0
0.5,1.0,0.0,0.72,0.67,0.44,0.0,0.0
1.0,0.0,0.0,0.0,0.56,0.0,0.5,0.25
0.0,0.75,1.0,0.78,0.56,0.56,0.5,0.25
1.0,1.0,1.0,0.11,0.22,1.0,1.0,1.0
1.0,1.0,1.0,0.56,0.0,0.0,0.0,0.0
1.0,0.75,1.0,0.72,0.33,0.44,0.5,0.5
0.5,0.5,1.0,0.39,0.0,1.0,1.0,0.75
1.0,1.0,0.5,0.94,1.0,0.67,0.75,1.0
1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0
1.0,0.0,0.5,0.94,1.0,0.0,1.0,1.0
0.0,1.0,1.0,0.11,0.11,0.67,1.0,0.0
1.0,1.0,1.0,0.33,0.33,1.0,1.0,1.0
1.0,1.0,0.75,0.39,0.44,0.0,1.0,0.0
1.0,0.0,0.25,0.28,0.67,0.33,0.5,0.5
1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
1.0,0.75,1.0,0.33,0.0,0.0,0.0,0.0
0.0,0.75,1.0,0.06,0.0,0.0,0.75,0.0
1.0,0.25,1.0,0.72,0.44,0.22,0.5,1.0
1.0,1.0,1.0,0.28,0.22,0.0,0.0,0.0
0.5,0.0,0.0,0.17,0.22,0.22,1.0,0.75
1.0,1.0,1.0,0.44,1.0,0.0,1.0,1.0
0.75,1.0,1.0,0.33,0.56,0.22,0.5,1.0
1.0,1.0,1.0,0.17,0.22,0.0,0.0,0.0
1.0,1.0,0.5,0.28,0.11,0.0,0.0,0.0
1.0,1.0,0.5,0.17,0.0,0.56,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,0.0,0.33,0.0,0.0
1.0,1.0,0.0,0.28,0.0,0.0,0.0,0.0
