left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.73,0.8,0.78,0.11,0.61,0.36,0.42,0.25
0.8,1.0,0.78,0.11,0.56,0.36,0.42,0.2
0.51,0.3,0.47,0.11,0.11,0.0,0.0,0.45
0.67,0.1,0.57,0.0,0.11,0.02,0.5,0.4
0.45,0.0,0.37,0.11,0.14,0.0,0.08,0.1
0.61,0.0,0.55,0.0,0.03,0.0,0.67,0.65
0.53,0.0,0.49,0.0,0.03,0.0,0.42,0.45
0.57,0.1,0.57,0.11,0.08,0.0,0.25,0.5
0.63,0.2,0.57,0.11,0.11,0.0,0.33,0.55
0.9,0.2,0.63,0.11,0.11,0.0,0.5,0.7
0.92,0.0,0.41,0.17,0.14,0.0,0.33,0.4
0.86,0.2,0.47,0.11,0.31,0.0,0.17,0.3
0.88,0.3,0.63,0.06,0.17,0.0,0.58,0.6
0.86,0.3,0.59,0.0,0.36,0.0,0.58,0.45
0.86,0.1,0.51,0.06,0.44,0.0,0.33,0.3
0.86,0.2,0.49,0.0,0.28,0.0,0.58,0.3
0.78,0.5,0.59,0.5,0.53,0.02,0.25,0.6
0.71,0.5,0.57,0.5,0.39,0.0,0.17,0.55
0.63,0.6,0.49,0.28,0.31,0.0,0.0,0.5
0.76,0.2,0.59,0.39,0.39,0.4,0.67,0.7
0.84,0.4,0.61,0.44,0.61,0.4,0.58,0.6
0.76,0.2,0.43,0.22,0.36,0.12,1.0,0.85
0.84,0.0,0.41,0.17,0.33,0.07,1.0,1.0
0.82,0.2,0.53,0.22,0.31,0.1,1.0,1.0
0.82,0.3,0.55,0.17,0.28,0.02,1.0,0.9
0.82,0.4,0.53,0.22,0.39,0.02,1.0,0.9
0.86,0.2,0.43,0.17,0.33,0.02,1.0,0.95
0.78,0.2,0.31,0.17,0.42,0.02,0.92,0.9
0.9,0.2,0.61,0.22,0.92,0.0,0.75,0.9
0.8,0.3,0.63,0.11,0.47,0.0,0.5,1.0
0.76,0.1,0.49,0.17,0.67,0.21,0.58,0.5
0.82,0.2,0.63,0.17,0.78,0.26,0.75,0.6
0.84,0.6,0.55,0.22,0.19,0.0,0.42,0.9
0.88,0.6,0.67,0.22,0.36,0.0,0.75,0.8
0.98,0.2,0.82,0.17,0.31,0.05,0.75,0.75
0.88,0.6,0.69,0.22,0.5,0.12,0.83,0.7
0.78,0.6,0.51,0.22,0.31,0.07,0.42,0.65
0.76,0.5,0.45,0.22,0.44,0.12,0.67,0.5
0.59,0.9,0.33,0.17,0.17,0.0,0.92,0.7
0.61,0.7,0.41,0.28,0.39,0.02,0.92,0.9
0.59,0.9,0.31,0.17,0.67,0.21,1.0,0.35
0.69,0.8,0.45,0.11,0.53,0.14,1.0,0.7
0.63,0.6,0.37,0.28,0.64,0.29,1.0,0.45
0.82,0.3,0.61,0.0,0.58,0.1,0.75,0.85
0.8,0.2,0.63,0.22,0.89,0.33,0.75,0.75
0.78,0.1,0.61,0.06,0.78,0.24,0.67,0.8
0.82,0.5,0.67,0.06,0.75,0.07,0.67,0.8
0.84,0.6,0.57,0.11,0.69,0.07,0.42,0.45
0.82,0.7,0.78,0.06,0.89,0.5,0.83,0.8
0.82,0.2,0.63,0.22,0.92,0.57,0.92,0.7
0.86,0.2,0.59,0.22,0.92,0.6,0.83,0.65
0.84,0.3,0.57,0.06,0.69,0.4,0.83,0.7
0.73,0.7,0.49,0.11,0.75,0.55,0.75,0.2
0.82,0.2,0.63,0.11,0.69,0.1,0.58,0.9
0.76,0.3,0.59,0.11,0.69,0.12,0.42,0.85
0.8,0.2,0.57,0.11,0.69,0.07,0.58,0.9
0.84,0.2,0.53,0.0,0.5,0.36,0.92,0.85
0.82,0.2,0.55,0.0,0.61,0.45,0.75,0.75
0.82,0.2,0.61,0.11,0.61,0.45,0.75,0.75
0.76,0.2,0.53,0.11,0.5,0.12,0.92,0.65
0.78,0.1,0.69,0.22,0.72,0.5,0.92,0.9
0.71,0.3,0.53,0.11,0.72,0.6,0.75,0.55
0.76,0.1,0.69,0.22,0.81,0.71,1.0,0.75
0.88,0.3,0.37,0.17,0.39,0.02,0.75,0.65
0.92,0.3,0.57,0.28,0.58,0.05,0.75,0.8
0.82,0.4,0.51,0.28,0.58,0.02,0.58,0.4
0.9,0.3,0.65,0.11,0.53,0.05,0.83,0.75
0.94,0.4,0.67,0.22,0.64,0.02,0.75,0.8
0.92,0.5,0.65,0.17,0.64,0.05,0.75,1.0
0.8,0.7,0.51,0.22,0.78,0.1,0.75,0.8
0.73,0.2,0.57,0.17,0.58,0.43,0.83,0.6
0.86,0.1,0.73,0.06,0.56,0.5,0.92,0.8
0.67,0.5,0.57,0.17,0.72,0.45,0.92,0.45
0.78,0.8,0.57,0.17,0.31,0.0,0.25,0.9
0.71,0.7,0.57,0.17,0.56,0.02,0.17,0.3
0.76,0.9,0.65,0.28,0.69,0.26,0.17,0.5
0.57,0.1,0.67,0.0,0.19,0.36,0.42,0.15
0.47,0.1,0.69,0.11,0.22,0.31,0.33,0.1
0.53,0.1,0.8,0.0,0.0,0.31,0.5,0.65
0.47,0.1,0.8,0.0,0.0,0.31,0.33,0.6
0.24,0.3,0.69,0.5,0.0,0.6,0.33,0.35
0.27,0.2,0.82,0.22,0.0,0.6,0.42,0.55
0.37,0.2,0.78,0.5,0.0,0.67,0.42,0.4
0.16,0.3,0.63,0.44,0.0,0.21,0.42,0.7
0.37,0.2,0.53,0.06,0.11,0.4,0.33,0.35
0.37,0.2,0.63,0.06,0.06,0.71,0.33,0.35
0.41,0.0,0.67,0.06,0.03,0.69,0.42,0.35
0.2,0.1,0.53,0.5,0.0,0.62,0.33,0.75
0.16,0.1,0.73,0.5,0.0,0.74,0.42,0.8
0.12,0.2,0.45,0.56,0.08,0.52,0.33,0.55
0.14,0.1,0.71,0.56,0.08,0.64,0.42,0.35
0.35,0.3,0.47,0.33,0.17,0.24,0.08,0.6
0.22,0.1,0.47,0.28,0.08,0.19,0.25,0.3
0.37,0.0,0.63,0.28,0.03,0.21,0.25,0.35
0.2,0.2,0.43,0.17,0.03,0.19,0.08,0.1
0.22,0.0,0.57,0.17,0.0,0.14,0.0,0.35
0.22,0.2,0.43,0.17,0.0,0.1,0.0,0.55
0.47,0.4,0.76,0.56,0.17,0.5,0.42,0.95
0.49,0.3,0.86,0.56,0.25,0.67,0.67,0.75
0.53,0.0,0.96,0.22,0.19,0.64,0.5,0.95
