@relation f
@attribute f1 numeric
@attribute classes {1.0 2.0 3.0}
@data
0.99592363718074639,1.0
1.3851998160033407,1.0
0.94195343496877537,1.0
0.682906932650854,1.0
1.5439640211338446,1.0
0.81856511855881242,1.0
1.3316698305559238,1.0
1.38558633355696,1.0
1.1308853843084883,1.0
0.79450406286382169,1.0
0.88172802656609606,1.0
1.5168509954417289,1.0
1.1712129572926007,1.0
0.8972235538986949,1.0
0.6876066474793624,1.0
0.92261877526815095,1.0
0.96129836305001082,1.0
0.86547806213366629,1.0
0.59382334359465772,1.0
1.0547092202414399,1.0
0.94216657693153649,1.0
1.5827519667357084,1.0
1.5138378083774435,1.0
1.8391195943749576,1.0
1.8409427069691153,1.0
1.8593822470192496,1.0
1.2208704154461254,1.0
2.2196096205400457,1.0
1.2801657749680904,1.0
1.5897103025849324,1.0
0.95803900356918836,1.0
0.82485370042020922,1.0
1.7459446567486911,1.0
1.2930890534861248,1.0
1.6796167725660927,1.0
1.1057111690147308,1.0
1.4685912987328427,1.0
1.8721987900684536,1.0
1.8354611694671135,1.0
1.0592145864063756,1.0
0.8851759421086276,1.0
1.502200144808622,1.0
0.83360683749036457,1.0
1.5355884262256367,1.0
1.1188010050237482,1.0
1.2665465023162945,1.0
1.0702201779926395,1.0
0.81821791196678406,1.0
1.039475219133464,1.0
0.65394466413961305,1.0
0.76104498436559342,1.0
1.0097154172098362,1.0
0.6963838037441783,1.0
1.1006296679420438,1.0
1.0152864088937859,1.0
1.0256996554537092,1.0
0.93131077512179572,1.0
0.92754420955893691,1.0
0.6977553304663221,1.0
-2.6704850273644571,2.0
-3.4621401520199711,2.0
-3.8423783357342733,2.0
3.8157725908738067,2.0
1.1949826146238629,2.0
6.5942330568062308,2.0
1.6454734266225908,2.0
1.0014274669278151,2.0
1.96797534550214,2.0
-14.981038936534954,2.0
8.672004067953976,2.0
-3.9672365869095265,2.0
1.729170422270669,2.0
3.1403850683897754,2.0
1.7119256530381455,2.0
2.6531138192460646,2.0
8.9095301564331262,2.0
2.3537053454670209,2.0
16.834897561702704,2.0
4.3826035347912118,2.0
2.9068903117809679,2.0
3.4614024097334055,2.0
1.7457623753661338,2.0
8.7976019746873124,2.0
10.402494770924886,2.0
2.7396982256612752,2.0
4.03446057679602,2.0
9.0106037434471169,2.0
5.5989852161707017,2.0
5.449020799197255,2.0
10.32237807051388,2.0
15.362338648570791,2.0
12.98354133232302,2.0
32.21703976139937,2.0
4.2138820274110138,2.0
2.4850602045403987,2.0
3.5396472824961984,2.0
-10.798350448840765,2.0
2.6011021690250291,2.0
0.96318301047702182,2.0
2.8322471868170238,2.0
2.628861086390057,2.0
11.194853411967992,2.0
3.232934356568852,2.0
10.641229354291022,2.0
3.3984172905875347,2.0
4.3590573086729858,2.0
2.783702161551612,2.0
4.8855745742884329,2.0
3.7312176294978707,2.0
2.292906141934052,2.0
2.4554106977631069,2.0
4.9549369677987674,2.0
3.0601385161639114,2.0
4.0996252908593016,2.0
2.8592257626228075,2.0
5.7977029979592407,2.0
8.1735988629830612,2.0
5.2139440993058992,2.0
-26.862855330033042,2.0
17.167099742123149,2.0
1.8914061595231444,2.0
0.58799342389387343,2.0
4.9484125598841491,2.0
2.6708765868078284,2.0
2.0079854988101222,2.0
2.4767271732647957,2.0
1.3898764245164954,2.0
3.3344169299601667,2.0
4.1105657778725728,2.0
5.9676323451392879,2.0
-1.62509731540512,3.0
-1.5589220661059593,3.0
-1.0793160565875253,3.0
-1.2267919224391635,3.0
-0.63023835294569996,3.0
-0.69160832043036735,3.0
-0.48201942141460985,3.0
-0.88608449515442766,3.0
-0.69950103544059539,3.0
-1.4946222532419302,3.0
-1.4293741676645184,3.0
-1.3698262503688796,3.0
-1.2103978898595078,3.0
-2.3421692277968909,3.0
-1.2648351528480133,3.0
-0.90131576846604256,3.0
-0.28442558960782871,3.0
-0.87765928970498586,3.0
-0.75765092614239959,3.0
-1.2465892236226046,3.0
-1.6141754701944182,3.0
-1.4861451496071227,3.0
-1.179907134267304,3.0
-0.70887527676504314,3.0
-0.52432545634921546,3.0
-0.53359452197717827,3.0
-0.87375010110736062,3.0
-0.68758522823987767,3.0
-7.462891147575851,3.0
-1.8147320818830153,3.0
-1.0367321711095028,3.0
-0.80979288717258802,3.0
-1.3295377586187609,3.0
-1.0568390062360691,3.0
-0.6476356855758908,3.0
-0.56050231816039731,3.0
-0.82953899319606994,3.0
-0.65743617197154591,3.0
-1.1078133793984433,3.0
-1.6974153765827389,3.0
-0.70197072601433408,3.0
-0.4276914030546764,3.0
-0.70765679402260373,3.0
-0.70380531205829522,3.0
-0.73354645794839712,3.0
-0.55094506826722822,3.0
-0.63778516380789052,3.0
-0.73784371183380615,3.0
